"subj","date","cond","DOB","Age","tr1","tr2","tr3","card","response","numExpected","spottyExpected","numResp","spottyResp"
"s29","6/14/16","less","5/9/12",49.17,2,2,2,"E6",TRUE,TRUE,FALSE,1,0
"s01","4/8/16","more","5/16/11",58.77,2,2,2,"E7",TRUE,TRUE,FALSE,1,0
"s02","4/12/16","less","5/20/11",58.77,2,2,2,"E7",FALSE,FALSE,TRUE,1,0
"s03","4/12/16","more","8/14/11",55.97,2,2,2,"E7",TRUE,TRUE,FALSE,1,0
"s04","4/12/16","less","1/22/12",50.7,2,1,2,"E7",TRUE,FALSE,TRUE,0,1
"s05","4/15/16","more","3/18/12",48.93,2,1,2,"E7",FALSE,TRUE,FALSE,0,1
"s06","4/19/16","less","7/12/11",57.23,2,2,2,"E7",TRUE,FALSE,TRUE,0,1
"s07","4/22/16","more","1/22/12",51,2,2,2,"E7",TRUE,TRUE,FALSE,1,0
"s08","4/26/16","less","5/11/11",59.5,2,2,2,"E7",TRUE,FALSE,TRUE,0,1
"s09","4/26/16","more","6/21/11",58.17,2,2,2,"E7",TRUE,TRUE,FALSE,1,0
"s10","5/2/16","less","4/2/12",49,2,2,2,"E7",TRUE,FALSE,TRUE,0,1
"s11","5/6/16","more","7/28/11",57.26,2,2,2,"E7",TRUE,TRUE,FALSE,1,0
"s12","5/6/16","less","10/4/11",55.06,2,2,2,"E7",FALSE,FALSE,TRUE,1,0
"s14","5/10/16","less","6/8/11",59.06,2,2,2,"E7",TRUE,FALSE,TRUE,0,1
"s15","5/13/16","more","9/21/11",55.71,2,2,2,"E7",TRUE,TRUE,FALSE,1,0
"s16","5/31/16","less","12/25/11",53.19,2,2,2,"E7",FALSE,FALSE,TRUE,1,0
"s17","5/31/16","more","8/29/11",57.06,2,2,2,"E7",TRUE,TRUE,FALSE,1,0
"s18","6/1/16","less","8/15/11",57.57,2,2,2,"E7",FALSE,FALSE,TRUE,1,0
"s20","6/3/16","less","5/18/12",48.53,2,2,2,"E7",TRUE,FALSE,TRUE,0,1
"s21","6/7/16","more","5/16/12",48.73,2,2,2,"E7",FALSE,TRUE,FALSE,0,1
"s22","6/8/16","less","3/23/12",50.53,2,2,2,"E7",FALSE,FALSE,TRUE,1,0
"s23","6/8/16","more","5/26/12",48.43,2,2,2,"E7",FALSE,TRUE,FALSE,0,1
"s24","6/10/16","less","6/14/11",59.9,2,2,2,"E7",FALSE,FALSE,TRUE,1,0
"s25","6/10/16","more","12/31/11",53.33,2,2,2,"E7",TRUE,TRUE,FALSE,1,0
"s26","6/13/16","more","4/8/12",50.17,2,2,2,"E7",TRUE,TRUE,FALSE,1,0
"s27","6/13/16","less","12/30/11",53.47,2,2,2,"E7",TRUE,FALSE,TRUE,0,1
"s28","6/13/16","more","3/4/12",51.3,2,2,0,"E7",TRUE,TRUE,FALSE,1,0
"s29","6/14/16","less","5/9/12",49.17,2,2,2,"E7",FALSE,FALSE,TRUE,1,0
"s01","4/8/16","more","5/16/11",58.77,2,2,2,"E8",TRUE,TRUE,FALSE,1,0
"s02","4/12/16","less","5/20/11",58.77,2,2,2,"E8",TRUE,FALSE,TRUE,0,1
"s03","4/12/16","more","8/14/11",55.97,2,2,2,"E8",TRUE,TRUE,FALSE,1,0
"s04","4/12/16","less","1/22/12",50.7,2,1,2,"E8",FALSE,FALSE,TRUE,1,0
"s05","4/15/16","more","3/18/12",48.93,2,1,2,"E8",FALSE,TRUE,FALSE,0,1
"s06","4/19/16","less","7/12/11",57.23,2,2,2,"E8",TRUE,FALSE,TRUE,0,1
"s07","4/22/16","more","1/22/12",51,2,2,2,"E8",FALSE,TRUE,FALSE,0,1
"s08","4/26/16","less","5/11/11",59.5,2,2,2,"E8",FALSE,FALSE,TRUE,1,0
"s09","4/26/16","more","6/21/11",58.17,2,2,2,"E8",FALSE,TRUE,FALSE,0,1
"s10","5/2/16","less","4/2/12",49,2,2,2,"E8",FALSE,FALSE,TRUE,1,0
"s11","5/6/16","more","7/28/11",57.26,2,2,2,"E8",TRUE,TRUE,FALSE,1,0
"s12","5/6/16","less","10/4/11",55.06,2,2,2,"E8",FALSE,FALSE,TRUE,1,0
"s14","5/10/16","less","6/8/11",59.06,2,2,2,"E8",TRUE,FALSE,TRUE,0,1
"s15","5/13/16","more","9/21/11",55.71,2,2,2,"E8",FALSE,TRUE,FALSE,0,1
"s16","5/31/16","less","12/25/11",53.19,2,2,2,"E8",TRUE,FALSE,TRUE,0,1
"s17","5/31/16","more","8/29/11",57.06,2,2,2,"E8",TRUE,TRUE,FALSE,1,0
"s18","6/1/16","less","8/15/11",57.57,2,2,2,"E8",TRUE,FALSE,TRUE,0,1
"s20","6/3/16","less","5/18/12",48.53,2,2,2,"E8",TRUE,FALSE,TRUE,0,1
"s21","6/7/16","more","5/16/12",48.73,2,2,2,"E8",FALSE,TRUE,FALSE,0,1
"s22","6/8/16","less","3/23/12",50.53,2,2,2,"E8",TRUE,FALSE,TRUE,0,1
"s23","6/8/16","more","5/26/12",48.43,2,2,2,"E8",FALSE,TRUE,FALSE,0,1
"s24","6/10/16","less","6/14/11",59.9,2,2,2,"E8",TRUE,FALSE,TRUE,0,1
"s25","6/10/16","more","12/31/11",53.33,2,2,2,"E8",TRUE,TRUE,FALSE,1,0
"s26","6/13/16","more","4/8/12",50.17,2,2,2,"E8",FALSE,TRUE,FALSE,0,1
"s27","6/13/16","less","12/30/11",53.47,2,2,2,"E8",FALSE,FALSE,TRUE,1,0
"s28","6/13/16","more","3/4/12",51.3,2,2,0,"E8",FALSE,TRUE,FALSE,0,1
"s29","6/14/16","less","5/9/12",49.17,2,2,2,"E8",FALSE,FALSE,TRUE,1,0
"s01","4/8/16","more","5/16/11",58.77,2,2,2,"E9",TRUE,FALSE,TRUE,0,1
"s02","4/12/16","less","5/20/11",58.77,2,2,2,"E9",TRUE,TRUE,FALSE,1,0
"s03","4/12/16","more","8/14/11",55.97,2,2,2,"E9",TRUE,FALSE,TRUE,0,1
"s04","4/12/16","less","1/22/12",50.7,2,1,2,"E9",TRUE,TRUE,FALSE,1,0
"s05","4/15/16","more","3/18/12",48.93,2,1,2,"E9",FALSE,FALSE,TRUE,1,0
"s06","4/19/16","less","7/12/11",57.23,2,2,2,"E9",FALSE,TRUE,FALSE,0,1
"s07","4/22/16","more","1/22/12",51,2,2,2,"E9",FALSE,FALSE,TRUE,1,0
"s08","4/26/16","less","5/11/11",59.5,2,2,2,"E9",FALSE,TRUE,FALSE,0,1
"s09","4/26/16","more","6/21/11",58.17,2,2,2,"E9",FALSE,FALSE,TRUE,1,0
"s10","5/2/16","less","4/2/12",49,2,2,2,"E9",TRUE,TRUE,FALSE,1,0
"s11","5/6/16","more","7/28/11",57.26,2,2,2,"E9",FALSE,FALSE,TRUE,1,0
"s12","5/6/16","less","10/4/11",55.06,2,2,2,"E9",TRUE,TRUE,FALSE,1,0
"s14","5/10/16","less","6/8/11",59.06,2,2,2,"E9",FALSE,TRUE,FALSE,0,1
"s15","5/13/16","more","9/21/11",55.71,2,2,2,"E9",FALSE,FALSE,TRUE,1,0
"s16","5/31/16","less","12/25/11",53.19,2,2,2,"E9",TRUE,TRUE,FALSE,1,0
"s17","5/31/16","more","8/29/11",57.06,2,2,2,"E9",FALSE,FALSE,TRUE,1,0
"s18","6/1/16","less","8/15/11",57.57,2,2,2,"E9",TRUE,TRUE,FALSE,1,0
"s20","6/3/16","less","5/18/12",48.53,2,2,2,"E9",TRUE,TRUE,FALSE,1,0
"s21","6/7/16","more","5/16/12",48.73,2,2,2,"E9",FALSE,FALSE,TRUE,1,0
"s22","6/8/16","less","3/23/12",50.53,2,2,2,"E9",FALSE,TRUE,FALSE,0,1
"s23","6/8/16","more","5/26/12",48.43,2,2,2,"E9",TRUE,FALSE,TRUE,0,1
"s24","6/10/16","less","6/14/11",59.9,2,2,2,"E9",FALSE,TRUE,FALSE,0,1
"s25","6/10/16","more","12/31/11",53.33,2,2,2,"E9",FALSE,FALSE,TRUE,1,0
"s26","6/13/16","more","4/8/12",50.17,2,2,2,"E9",FALSE,FALSE,TRUE,1,0
"s27","6/13/16","less","12/30/11",53.47,2,2,2,"E9",TRUE,TRUE,FALSE,1,0
"s28","6/13/16","more","3/4/12",51.3,2,2,0,"E9",TRUE,FALSE,TRUE,0,1
"s29","6/14/16","less","5/9/12",49.17,2,2,2,"E9",TRUE,TRUE,FALSE,1,0
"s01","4/8/16","more","5/16/11",58.77,2,2,2,"E10",TRUE,TRUE,FALSE,1,0
"s02","4/12/16","less","5/20/11",58.77,2,2,2,"E10",FALSE,FALSE,TRUE,1,0
"s03","4/12/16","more","8/14/11",55.97,2,2,2,"E10",TRUE,TRUE,FALSE,1,0
"s04","4/12/16","less","1/22/12",50.7,2,1,2,"E10",TRUE,FALSE,TRUE,0,1
"s05","4/15/16","more","3/18/12",48.93,2,1,2,"E10",TRUE,TRUE,FALSE,1,0
"s06","4/19/16","less","7/12/11",57.23,2,2,2,"E10",TRUE,FALSE,TRUE,0,1
"s07","4/22/16","more","1/22/12",51,2,2,2,"E10",TRUE,TRUE,FALSE,1,0
"s08","4/26/16","less","5/11/11",59.5,2,2,2,"E10",TRUE,FALSE,TRUE,0,1
"s09","4/26/16","more","6/21/11",58.17,2,2,2,"E10",TRUE,TRUE,FALSE,1,0
"s10","5/2/16","less","4/2/12",49,2,2,2,"E10",TRUE,FALSE,TRUE,0,1
"s11","5/6/16","more","7/28/11",57.26,2,2,2,"E10",TRUE,TRUE,FALSE,1,0
"s12","5/6/16","less","10/4/11",55.06,2,2,2,"E10",FALSE,FALSE,TRUE,1,0
"s14","5/10/16","less","6/8/11",59.06,2,2,2,"E10",TRUE,FALSE,TRUE,0,1
"s15","5/13/16","more","9/21/11",55.71,2,2,2,"E10",TRUE,TRUE,FALSE,1,0
"s16","5/31/16","less","12/25/11",53.19,2,2,2,"E10",FALSE,FALSE,TRUE,1,0
"s17","5/31/16","more","8/29/11",57.06,2,2,2,"E10",TRUE,TRUE,FALSE,1,0
"s18","6/1/16","less","8/15/11",57.57,2,2,2,"E10",FALSE,FALSE,TRUE,1,0
"s20","6/3/16","less","5/18/12",48.53,2,2,2,"E10",TRUE,FALSE,TRUE,0,1
"s21","6/7/16","more","5/16/12",48.73,2,2,2,"E10",TRUE,TRUE,FALSE,1,0
"s22","6/8/16","less","3/23/12",50.53,2,2,2,"E10",TRUE,FALSE,TRUE,0,1
"s23","6/8/16","more","5/26/12",48.43,2,2,2,"E10",FALSE,TRUE,FALSE,0,1
"s24","6/10/16","less","6/14/11",59.9,2,2,2,"E10",FALSE,FALSE,TRUE,1,0
"s25","6/10/16","more","12/31/11",53.33,2,2,2,"E10",TRUE,TRUE,FALSE,1,0
"s26","6/13/16","more","4/8/12",50.17,2,2,2,"E10",TRUE,TRUE,FALSE,1,0
"s27","6/13/16","less","12/30/11",53.47,2,2,2,"E10",TRUE,FALSE,TRUE,0,1
"s28","6/13/16","more","3/4/12",51.3,2,2,0,"E10",TRUE,TRUE,FALSE,1,0
"s29","6/14/16","less","5/9/12",49.17,2,2,2,"E10",FALSE,FALSE,TRUE,1,0
"s01","4/8/16","more","5/16/11",58.77,2,2,2,"E11",FALSE,FALSE,TRUE,1,0
"s02","4/12/16","less","5/20/11",58.77,2,2,2,"E11",TRUE,TRUE,FALSE,1,0
"s03","4/12/16","more","8/14/11",55.97,2,2,2,"E11",FALSE,FALSE,TRUE,1,0
"s04","4/12/16","less","1/22/12",50.7,2,1,2,"E11",TRUE,TRUE,FALSE,1,0
"s05","4/15/16","more","3/18/12",48.93,2,1,2,"E11",FALSE,FALSE,TRUE,1,0
"s06","4/19/16","less","7/12/11",57.23,2,2,2,"E11",FALSE,TRUE,FALSE,0,1
"s07","4/22/16","more","1/22/12",51,2,2,2,"E11",FALSE,FALSE,TRUE,1,0
"s08","4/26/16","less","5/11/11",59.5,2,2,2,"E11",FALSE,TRUE,FALSE,0,1
"s09","4/26/16","more","6/21/11",58.17,2,2,2,"E11",FALSE,FALSE,TRUE,1,0
"s10","5/2/16","less","4/2/12",49,2,2,2,"E11",TRUE,TRUE,FALSE,1,0
"s11","5/6/16","more","7/28/11",57.26,2,2,2,"E11",FALSE,FALSE,TRUE,1,0
"s12","5/6/16","less","10/4/11",55.06,2,2,2,"E11",TRUE,TRUE,FALSE,1,0
"s14","5/10/16","less","6/8/11",59.06,2,2,2,"E11",FALSE,TRUE,FALSE,0,1
"s15","5/13/16","more","9/21/11",55.71,2,2,2,"E11",FALSE,FALSE,TRUE,1,0
"s16","5/31/16","less","12/25/11",53.19,2,2,2,"E11",TRUE,TRUE,FALSE,1,0
"s17","5/31/16","more","8/29/11",57.06,2,2,2,"E11",FALSE,FALSE,TRUE,1,0
"s18","6/1/16","less","8/15/11",57.57,2,2,2,"E11",TRUE,TRUE,FALSE,1,0
"s20","6/3/16","less","5/18/12",48.53,2,2,2,"E11",TRUE,TRUE,FALSE,1,0
"s21","6/7/16","more","5/16/12",48.73,2,2,2,"E11",FALSE,FALSE,TRUE,1,0
"s22","6/8/16","less","3/23/12",50.53,2,2,2,"E11",TRUE,TRUE,FALSE,1,0
"s23","6/8/16","more","5/26/12",48.43,2,2,2,"E11",TRUE,FALSE,TRUE,0,1
"s24","6/10/16","less","6/14/11",59.9,2,2,2,"E11",TRUE,TRUE,FALSE,1,0
"s25","6/10/16","more","12/31/11",53.33,2,2,2,"E11",FALSE,FALSE,TRUE,1,0
"s26","6/13/16","more","4/8/12",50.17,2,2,2,"E11",FALSE,FALSE,TRUE,1,0
"s27","6/13/16","less","12/30/11",53.47,2,2,2,"E11",TRUE,TRUE,FALSE,1,0
"s28","6/13/16","more","3/4/12",51.3,2,2,0,"E11",FALSE,FALSE,TRUE,1,0
"s29","6/14/16","less","5/9/12",49.17,2,2,2,"E11",TRUE,TRUE,FALSE,1,0
"s01","4/8/16","more","5/16/11",58.77,2,2,2,"E12",FALSE,FALSE,TRUE,1,0
"s02","4/12/16","less","5/20/11",58.77,2,2,2,"E12",TRUE,TRUE,FALSE,1,0
"s03","4/12/16","more","8/14/11",55.97,2,2,2,"E12",TRUE,FALSE,TRUE,0,1
"s04","4/12/16","less","1/22/12",50.7,2,1,2,"E12",FALSE,TRUE,FALSE,0,1
"s05","4/15/16","more","3/18/12",48.93,2,1,2,"E12",FALSE,FALSE,TRUE,1,0
"s06","4/19/16","less","7/12/11",57.23,2,2,2,"E12",FALSE,TRUE,FALSE,0,1
"s07","4/22/16","more","1/22/12",51,2,2,2,"E12",FALSE,FALSE,TRUE,1,0
"s08","4/26/16","less","5/11/11",59.5,2,2,2,"E12",FALSE,TRUE,FALSE,0,1
"s09","4/26/16","more","6/21/11",58.17,2,2,2,"E12",FALSE,FALSE,TRUE,1,0
"s10","5/2/16","less","4/2/12",49,2,2,2,"E12",FALSE,TRUE,FALSE,0,1
"s11","5/6/16","more","7/28/11",57.26,2,2,2,"E12",FALSE,FALSE,TRUE,1,0
"s12","5/6/16","less","10/4/11",55.06,2,2,2,"E12",FALSE,TRUE,FALSE,0,1
"s14","5/10/16","less","6/8/11",59.06,2,2,2,"E12",FALSE,TRUE,FALSE,0,1
"s15","5/13/16","more","9/21/11",55.71,2,2,2,"E12",FALSE,FALSE,TRUE,1,0
"s16","5/31/16","less","12/25/11",53.19,2,2,2,"E12",TRUE,TRUE,FALSE,1,0
"s17","5/31/16","more","8/29/11",57.06,2,2,2,"E12",FALSE,FALSE,TRUE,1,0
"s18","6/1/16","less","8/15/11",57.57,2,2,2,"E12",TRUE,TRUE,FALSE,1,0
"s20","6/3/16","less","5/18/12",48.53,2,2,2,"E12",TRUE,TRUE,FALSE,1,0
"s21","6/7/16","more","5/16/12",48.73,2,2,2,"E12",FALSE,FALSE,TRUE,1,0
"s22","6/8/16","less","3/23/12",50.53,2,2,2,"E12",FALSE,TRUE,FALSE,0,1
"s23","6/8/16","more","5/26/12",48.43,2,2,2,"E12",FALSE,FALSE,TRUE,1,0
"s24","6/10/16","less","6/14/11",59.9,2,2,2,"E12",FALSE,TRUE,FALSE,0,1
"s25","6/10/16","more","12/31/11",53.33,2,2,2,"E12",FALSE,FALSE,TRUE,1,0
"s26","6/13/16","more","4/8/12",50.17,2,2,2,"E12",FALSE,FALSE,TRUE,1,0
"s27","6/13/16","less","12/30/11",53.47,2,2,2,"E12",FALSE,TRUE,FALSE,0,1
"s28","6/13/16","more","3/4/12",51.3,2,2,0,"E12",FALSE,FALSE,TRUE,1,0
"s29","6/14/16","less","5/9/12",49.17,2,2,2,"E12",TRUE,TRUE,FALSE,1,0
